CTA_CONT_CENT;CTA_CONT_CENT_PADR;CLAS_PRES_INGR;CLAS_PRES_EGRE;COD_INS_CAR_TRA;NOMB_CTA_CONT_CENT;TIPO_CUEN_CONT;NATURA_SALDO;TIENE_SUBCTA;NIVEL;TIPO_EJEC_PTO_INGR;TIPO_EJEC_PTO_EGRE;TIP_FLU_FDO_DEB;TIP_FLU_FDO_HAB
85103;851;112;;;Impuesto sobre Transferencia de Bienes Raíces;I;A;S;4;2;0;0;0
85103001;85103;11201;;;Transferencia de Bienes Raíces;I;A;N;5;2;0;0;0
85105;851;113;;;Impuesto sobre el Comercio Exterior;I;A;S;4;2;0;0;0
85105001;85105;11301;;;Aranceles a la Importación;I;A;N;5;2;0;0;0
85107;851;114;;;Impuesto a la Transf. de  B. Muebles y a la Prest. de Servicios;I;A;S;4;2;0;0;0
85107001;85107;11401;;;Sobre Transacciones Internas;I;A;N;5;2;0;0;0
85107002;85107;11402;;;Sobre Transacciones con el Exterior;I;A;N;5;2;0;0;0
85107003;85107;11403;;;Sobre Transacciones Internas vía Retención y Percepción;I;A;N;5;2;0;0;0
85109;851;115;;;Impuesto a Productos Específicos;I;A;S;4;2;0;0;0
85109001;85109;11501;;;Específico sobre Alcohol y Bebidas Alcohólicas;I;A;N;5;2;0;0;0
85109002;85109;11502;;;Específico sobre Cerveza;I;A;N;5;2;0;0;0
85109003;85109;11503;;;Específico sobre Productos de Tabaco;I;A;N;5;2;0;0;0
85109004;85109;11504;;;Sobre Bebidas Gaseosas;I;A;N;5;2;0;0;0
85109005;85109;11505;;;Específico sobre Gasolina;I;A;N;5;2;0;0;0
85109007;85109;11507;;;Sobre Armas, Municiones, Explosivos y Articulos Similares;I;A;N;5;2;0;0;0
85109008;85109;11508;;;Específico sobre Bebidas Energizantes o Estimulantes;I;A;N;5;2;0;0;0
85109009;85109;11509;;;Ad-Valorem sobre Alcohol y Bebidas Alcohólicas;I;A;N;5;2;0;0;0
85109010;85109;11510;;;Ad-Valorem sobre Cerveza;I;A;N;5;2;0;0;0
85109011;85109;11511;;;Ad-Valorem sobre Productos de Tabaco;I;A;N;5;2;0;0;0
85109012;85109;11512;;;Ad-Valorem sobre Bebidas Carbonatadas o Gaseosas;I;A;N;5;2;0;0;0
85109013;85109;11513;;;Ad-Valorem sobre Bebidas Energizantes o Estimulantes;I;A;N;5;2;0;0;0
85109014;85109;11514;;;Ad-Valorem sobre Bebidas Deportivas, Fortificantes, Jugos, Néctares y Refrescos ;I;A;N;5;2;0;0;0
85109015;85109;11515;;;Ad-Valorem sobre Combustibles;I;A;N;5;2;0;0;0
85109016;85109;11516;;;Ad-Valorem sobre Armas de Fuego, Municiones, Explosivos y Similares;I;A;N;5;2;0;0;0
85109017;85109;11517;;;Sobre Alcohol Etílico Potable;I;A;N;5;2;0;0;0
85111;851;116;;;Otros Impuestos;I;A;S;4;2;0;0;0
85111001;85111;11601;;;De Migración y Turismo;I;A;N;5;2;0;0;0
85111002;85111;11602;;;Sobre Llamadas Telefónicas Provenientes del Exterior;I;A;N;5;2;0;0;0
85111003;85111;11603;;;Impuesto Especial a la Primera Matrícula de Bienes;I;A;N;5;2;0;0;0
85111004;85111;11604;;;Impuestos a las Operaciones Financieras;I;A;N;5;2;0;0;0
85111005;85111;11605;;;Impuesto por Retenciones a las Operaciones Financieras para Control de Liquidez;I;A;N;5;1;0;0;0
85111006;85111;11606;;;Impuesto Ad-Valorem sobre Primas de Seguros;I;A;N;5;1;0;0;0
85119;851;118;;;Impuestos Municipales;I;A;S;4;2;0;0;0
85119001;85119;11801;;;De Comercio;I;A;N;5;2;0;0;0
85119002;85119;11802;;;De Industria;I;A;N;5;2;0;0;0
85119003;85119;11803;;;Financieros;I;A;N;5;2;0;0;0
85119004;85119;11804;;;De Servicios;I;A;N;5;2;0;0;0
85119099;85119;11899;;;Impuestos Municipales Diversos;I;A;N;5;2;0;0;0
852;85;;;;Ingresos Seguridad Social;I;A;S;3;0;0;0;0
85201;852;131;;;Contribuciones del Sector Privado;I;A;S;4;2;0;0;0
85201001;85201;13101;;;Contribuciones Patronales;I;A;N;5;2;0;0;0
85201002;85201;13102;;;Contribuciones Laborales;I;A;N;5;2;0;0;0
85203;852;132;;;Contribuciones del Sector Público;I;A;S;4;2;0;0;0
85203001;85203;13201;;;Contribuciones Patronales;I;A;N;5;2;0;0;0
85203002;85203;13202;;;Contribuciones Laborales;I;A;N;5;2;0;0;0
85203003;85203;13203;;;Contribuciones Estatales;I;A;N;5;2;0;0;0
855;85;;;;Ingresos Financieros y Otros;I;A;S;3;0;0;0;0
85501;855;157;;;Primas de Seguros;I;A;S;4;2;0;0;0
85501001;85501;15702;;;Primas de Seguros;I;A;N;5;2;0;0;0
85502;855;158;;;Por Resoluciones Judiciales;I;A;N;4;2;0;0;0
85502001;85502;15801;;;Efectivo o Equivalentes por Extición de Dominio;I;A;N;5;2;0;0;0
85502002;85502;15802;;;Por Liquidación de Bienes Extinguidos Producto de Actividades Ilícitas;I;A;N;5;2;0;0;0
85503;855;151;;;Rentabilidad de Inversiones Financieras;I;A;S;4;2;0;0;0
85503001;85503;15101;;;Rentabilidad Financiera de Bonos;I;A;N;5;2;0;0;0
85503002;85503;15102;;;Rentabilidad de Letras del Tesoro;I;A;N;5;2;0;0;0
85503003;85503;15104;;;Rentabilidad Financiera de Cédulas Hipotecarias;I;A;N;5;2;0;0;0
85503004;85503;15105;;;Rentabilidad de Depósitos a Plazo;I;A;N;5;2;0;0;0
85503005;85503;15108;;;Rentabilidad de Inversiones en el Exterior;I;A;N;5;2;0;0;0
85503099;85503;15199;;;Otras Rentabilidades Financieras;I;A;N;5;2;0;0;0
85505;855;151;;;Dividendos de Inversiones Financieras;I;A;S;4;2;0;0;0
85505001;85505;15106;;;Dividendos de Acciones;I;A;N;5;2;0;0;0
85505002;85505;15107;;;Dividendos de Participación de Capital;I;A;N;5;2;0;0;0
85505003;85505;15109;;;Dividendos de Inversiones en el Exterior;I;A;N;5;2;0;0;0
85507;855;152;;;Intereses de Préstamos Otorgados;I;A;S;4;2;0;0;0
85507001;85507;15201;;;Al Gobierno Central;I;A;N;5;2;0;0;0
85507002;85507;15202;;;A Instituciones Descentralizadas no Empresariales;I;A;N;5;2;0;0;0
85507003;85507;15203;;;A Empresas Públicas no Financieras;I;A;N;5;2;0;0;0
85507004;85507;15204;;;A Empresas Públicas Financieras;I;A;N;5;2;0;0;0
85507005;85507;15205;;;A Instituciones de Seguridad Social;I;A;N;5;2;0;0;0
85507006;85507;15206;;;A Municipalidades;I;A;N;5;2;0;0;0
85507007;85507;15207;;;A Empresas Privadas no Financieras;I;A;N;5;2;0;0;0
85507008;85507;15208;;;A Empresas Privadas Financieras;I;A;N;5;2;0;0;0
85507009;85507;15209;;;A Organismos sin Fines de Lucro;I;A;N;5;2;0;0;0
85507010;85507;15210;;;A Personas Naturales;I;A;N;5;2;0;0;0
85509;855;154;;;Arrendamiento de Bienes;I;A;S;4;2;0;0;0
85509001;85509;15401;;;Arrendamientos de Bienes Muebles;I;A;N;5;2;0;0;0
85509002;85509;15402;;;Arrendamientos de Bienes Inmuebles;I;A;N;5;2;0;0;0
85509003;85509;15403;;;Arrendamiento de Espacios Interiores o Exteriores;I;A;N;5;2;0;0;0
85509099;85509;15499;;;Arrendamientos de Bienes Diversos;I;A;N;5;2;0;0;0
85511;855;151;;;Rentabilidad por Inversiones en Activos Digitales;I;A;N;4;2;0;0;0
85511001;85511;15199;;;Rentabilidad por Inversiones en Críptomonedas;I;A;N;5;2;0;0;0
856;85;;;;Ingresos por Transferencias Corrientes Recibidas;I;A;S;3;0;0;0;0
85601;856;153;;;Multas e Intereses por Mora;I;A;S;4;2;0;0;0
85601001;85601;15301;;;Multas por Mora de Impuestos;I;A;N;5;2;0;0;0
85601002;85601;15302;;;Intereses por Mora de Impuestos;I;A;N;5;2;0;0;0
85601003;85601;15303;;;Multas por Mora de Seguridad Social;I;A;N;5;2;0;0;0
85601004;85601;15304;;;Intereses por Mora de Seguridad Social;I;A;N;5;2;0;0;0
85601005;85601;15305;;;Intereses por Mora en Amortización de Préstamos;I;A;N;5;2;0;0;0
85601006;85601;15306;;;Multas por Infracciones de Tránsito;I;A;N;5;2;0;0;0
85601007;85601;15307;;;Intereses por Mora en Infracciones de Tránsito;I;A;N;5;2;0;0;0
85601099;85601;15399;;;Multas e Intereses Diversos;I;A;N;5;2;0;0;0
85603;856;;;;Transferencias Corrientes de Aporte Fiscal;I;A;S;4;2;0;0;0
85603001;85603;16101;;;Tesoro Público Nacional;I;A;N;5;2;0;0;0
85603830;85603;;;800;Ministerio de Relaciones Exteriores;I;A;N;5;0;0;0;0
85603831;85603;;;800;Secretaría Técnica de Financiamiento Externo (SETEFE);I;A;N;5;0;0;0;0
85603935;85603;;;703;Tesoro Público Nacional;I;A;N;5;0;0;0;0
85605;856;162;;;Transferencias Corrientes del Sector Público;I;A;S;4;2;0;0;0
85605001;85605;16201;;;Transferencias Corrientes del Sector Público;I;A;N;5;2;0;0;0
85605800;85605;1620100;;100;Asamblea Legislativa;I;A;N;5;2;0;0;0
85605802;85605;1621600;;1600;Corte Suprema de Justicia;I;A;N;5;2;0;0;0
85605803;85605;1621601;;1601;Caja Mutual del Abogado de El Salvador (CAMUDASAL);I;A;N;5;2;0;0;0
85605804;85605;1621602;;1602;Consejo Nacional de la Judicatura;I;A;N;5;2;0;0;0
85605805;85605;1620200;;200;Corte de Cuentas de la República;I;A;N;5;2;0;0;0
85605807;85605;1620300;;300;Tribunal Supremo Electoral;I;A;N;5;2;0;0;0
85605808;85605;1620301;;301;Registro Nacional de las Personas Naturales;I;A;N;5;2;0;0;0
85605810;85605;1620400;;400;Tribunal de Servicio Civil;I;A;N;5;2;0;0;0
85605812;85605;1621700;;1700;Fiscalía General de la República;I;A;N;5;2;0;0;0
85605814;85605;1621800;;1800;Procuraduría General de la República;I;A;N;5;2;0;0;0
85605816;85605;1621900;;1900;Procuraduría para la Defensa de los Derechos Humanos;I;A;N;5;2;0;0;0
85605818;85605;1620500;;500;Presidencia de la República;I;A;N;5;2;0;0;0
85605819;85605;1620501;;501;Instituto Nacional de los Deportes de El Salvador (INDES);I;A;N;5;2;0;0;0
85605820;85605;1620502;;502;Instituto Salvadoreño de Protección al Menor;I;A;N;5;2;0;0;0
85605821;85605;1620503;;503;Administración Nacional de Telecomunicaciones (ANTEL);I;A;N;5;2;0;0;0
85605822;85605;1620504;;504;Instituto Salvadoreño para el Desarrollo de la Mujer (ISDEMU);I;A;N;5;2;0;0;0
85605823;85605;1620505;;505;Fondo de Inversión Social para el Desarrollo Local de El Salvador (FISDL);I;A;N;5;2;0;0;0
85605824;85605;1620551;;;Fondo Solidario para la Familia Microempresaria (FOSOFAMILIA);I;A;N;5;2;0;0;0
85605825;85605;1620700;;700;Ministerio de Hacienda;I;A;N;5;2;0;0;0
85605826;85605;1620701;;701;Lotería Nacional de Beneficencia (LNB);I;A;N;5;2;0;0;0
85605827;85605;1620702;;702;Instituto Salvadoreño de Pensiones (ISP);I;A;N;5;2;0;0;0
85605828;85605;1620704;;704;Fondo Salvadoreño para Estudios de Preinversión (FOSEP);I;A;N;5;2;0;0;0
85605830;85605;1620800;;800;Ministerio de Relaciones Exteriores;I;A;N;5;2;0;0;0
85605831;85605;16201;;;Secretaría Externa de Financiamiento Externo (SETEFE);I;A;N;5;2;0;0;0
85605833;85605;1622000;;2000;Ministerio del Interior;I;A;N;5;2;0;0;0
85605834;85605;1622002;;2002;Instituto Salvadoreño de Desarrollo Municipal (ISDEM);I;A;N;5;2;0;0;0
85605836;85605;1620900;;900;Ministerio de la Defensa Nacional;I;A;N;5;2;0;0;0
85605837;85605;1620901;;901;Instituto de Previsión Social de la Fuerza Armana (IPSFA);I;A;N;5;2;0;0;0
85605838;85605;1620902;;902;Centro Farmacéutico de la Fuerza Armada (CEFAFA);I;A;N;5;2;0;0;0
85605839;85605;1622300;;2300;MInisterio de Gobernación y Desarrollo Territorial;I;A;N;5;2;0;0;0
85605840;85605;1622100;;2100;Ministerio de Seguridad Pública y Justicia;I;A;N;5;2;0;0;0
85605841;85605;1622101;;2101;Academia Nacional de Seguridad Pública (ANSP);I;A;N;5;2;0;0;0
85605842;85605;;;2102;Unidad Técnica Ejcutiva (UTE);I;A;N;5;0;0;0;0
85605843;85605;1622200;;2200;Ministerio de Justicia;I;A;N;5;2;0;0;0
85605847;85605;1623100;;3100;Ministerio de Educación;I;A;N;5;2;0;0;0
85605848;85605;1623101;;3101;Universidad de El Salvador (UES);I;A;N;5;2;0;0;0
85605849;85605;1623102;;3102;Federación Salvadoreña de Futbol (FEDEFUTBOL);I;A;N;5;2;0;0;0
85605850;85605;1623104;;3104;Fondo de Garantía para el Crédito Educativo (EDUCREDITO);I;A;N;5;2;0;0;0
85605851;85605;1623105;;3105;Caja Mutual de los Empleados del Ministerio de Educación;I;A;N;5;2;0;0;0
85605853;85605;1623200;;3200;Ministerio de Salud Pública y Asistencia Social;I;A;N;5;2;0;0;0
85605854;85605;1623201;;3201;Hospital Nacional Rosales;I;A;N;5;2;0;0;0
85605855;85605;1623202;;3202;"Hospital Nacional ""Benjamín Bloom""";I;A;N;5;2;0;0;0
85605856;85605;1623203;;3203;"Hospital Nacional de Maternidad ""Dr. Raúl Arguello Escolán""";I;A;N;5;2;0;0;0
85605857;85605;1623204;;3204;"Hospital Nacional Psiquiátrico ""Dr. José Molina Martínez""";I;A;N;5;2;0;0;0
85605858;85605;1623205;;3205;"Hospital Nacional Neumológico ""Dr. José Antonio Zaldaña""";I;A;N;5;2;0;0;0
85605859;85605;1623206;;3206;"Hospital Nacional ""San Juan de Dios"", Santa Ana";I;A;N;5;2;0;0;0
85605860;85605;1623207;;3207;"Hospital Nacional ""Francisco Menéndez"", Ahuachapán";I;A;N;5;2;0;0;0
85605861;85605;1623208;;3208;"Hospital Nacional ""Dr.Jorge Mazzini Villacorta"", Sonsonate";I;A;N;5;2;0;0;0
85605862;85605;1623209;;3209;"Hospital Nacional ""Dr. Luis Edmundo Vásquez"", Chalatenango";I;A;N;5;2;0;0;0
85605863;85605;1623210;;3210;"Hospital Nacional ""San Rafael"", Nueva San Salvador";I;A;N;5;2;0;0;0
85605864;85605;1623211;;3211;"Hospital Nacional ""Santa Gertrudis"", San Vicente";I;A;N;5;2;0;0;0
85605865;85605;1623212;;3212;"Hospital Nacional ""Santa Teresa"", Zacatecoluca";I;A;N;5;2;0;0;0
85605866;85605;1623213;;3213;"Hospital Nacional ""San Juan de Dios"", San Miguel";I;A;N;5;2;0;0;0
85605867;85605;1623214;;3214;"Hospital Nacional ""San Pedro"", Usulután";I;A;N;5;2;0;0;0
85605868;85605;1623215;;3215;"Hospital Nacional ""Dr. Juan José Fernández"", Zacamil";I;A;N;5;2;0;0;0
85605869;85605;1623216;;3216;Hospital Nacional de San Bartolo;I;A;N;5;2;0;0;0
85605870;85605;1623217;;3217;Hospital Nacional de Cojutepeque;I;A;N;5;2;0;0;0
85605871;85605;1623218;;3218;Hospital Nacional de La Unión;I;A;N;5;2;0;0;0
85605872;85605;1623219;;3219;Hospital Nacional de Ilobasco;I;A;N;5;2;0;0;0
85605873;85605;1623220;;3220;Hospital Nacional de Nueva Guadalupe;I;A;N;5;2;0;0;0
85605874;85605;1623221;;3221;Hospital Nacional de Ciudad Barrios;I;A;N;5;2;0;0;0
85605875;85605;1623222;;3222;Hospital Nacional de Sensuntepeque;I;A;N;5;2;0;0;0
85605876;85605;1623223;;3223;Hospital Nacional de Chalchuapa;I;A;N;5;2;0;0;0
85605877;85605;1623224;;3224;Hospital Nacional de Metapán;I;A;N;5;2;0;0;0
85605878;85605;1623225;;3225;Hospital Nacional de San Francisco Gotera;I;A;N;5;2;0;0;0
85605879;85605;1623226;;3226;Hospital Nacional de Santa Rosa de Lima;I;A;N;5;2;0;0;0
85605880;85605;1623227;;3227;Hospital Nacional de Nueva Concepción;I;A;N;5;2;0;0;0
85605881;85605;1623228;;3228;Hospital Nacional de Santiago de María;I;A;N;5;2;0;0;0
85605882;85605;1623229;;3229;Hospital Nacional de Jiquilisco;I;A;N;5;2;0;0;0
85605883;85605;1623230;;3230;Hospital Nacional de Suchitoto;I;A;N;5;2;0;0;0
85605884;85605;1623231;;3231;Consejo Superior de Salud Pública;I;A;N;5;2;0;0;0
85605885;85605;1623232;;3232;Instituto Salvadoreño de Rehabilitación de Inválidos (ISRI);I;A;N;5;2;0;0;0
85605886;85605;1623233;;3233;"Hogar de Ancianos ""Narcisa Castillo"", Santa Ana";I;A;N;5;2;0;0;0
85605887;85605;1623234;;3234;Cruz Roja Salvadoreña (CR);I;A;N;5;2;0;0;0
85605890;85605;1623300;;3300;Ministerio de Trabajo y Previsión Social;I;A;N;5;2;0;0;0
85605891;85605;1623301;;3301;Instituto Salvadoreño de Fomento Cooperativo (INSAFOCOOP);I;A;N;5;2;0;0;0
85605892;85605;1623302;;3302;Insituto Salvadoreño de Formación Profesional (INSAFORP);I;A;N;5;2;0;0;0
85605893;85605;1623303;;3303;Insituto Salvadoreño del Seguro Social (ISSS);I;A;N;5;2;0;0;0
85605894;85605;1623304;;3304;Fondo de Protección de Lisiados y Discapacitados a Consecuencia del Conflicto A.;I;A;N;5;2;0;0;0
85605896;85605;1624100;;4100;Ministerio de Economía;I;A;N;5;2;0;0;0
85605897;85605;1624101;;4101;Centro Internacional de Ferias y Convenciones de El Salvador (CIFCO);I;A;N;5;2;0;0;0
85605898;85605;1624102;;4102;Consejo Nacional de Ciencia y Tecnología (CONACYT);I;A;N;5;2;0;0;0
85605899;85605;1624103;;4103;Consejo de Vigilancia de la Contaduría Pública y Auditoría;I;A;N;5;2;0;0;0
85605900;85605;1624104;;4104;Instituto Salvadoreño de Turismo (ISTU);I;A;N;5;2;0;0;0
85605901;85605;1624105;;4105;Consejo Salvadoreño del Café (CSC);I;A;N;5;2;0;0;0
85605902;85605;1624106;;4106;Comisión Ejecutiva Hidroeléctrica del Río Lempa (CEL);I;A;N;5;2;0;0;0
85605903;85605;1624107;;4107;Fondo de Financiamiento y Garantía para la Pequeña Empresa (FIGAPE);I;A;N;5;2;0;0;0
85605904;85605;1624108;;4108;Corporación Salvadoreña de Turismo (CORSATUR);I;A;N;5;2;0;0;0
85605905;85605;1624109;;4109;Superintendencia General de Electricidad y Telecomunicaciones (SIGET);I;A;N;5;2;0;0;0
85605906;85605;1624110;;4110;Superintendencia de Valores (S.V.);I;A;N;5;2;0;0;0
85605907;85605;1624111;;4111;Superintendencia de Pensiones (S.P.);I;A;N;5;2;0;0;0
85605908;85605;1624112;;4112;Corporación Salvadoreña de Inversiones (CORSAIN);I;A;N;5;2;0;0;0
85605909;85605;1624113;;4113;Instituto Nacional del Azúcar (INAZUCAR);I;A;N;5;2;0;0;0
85605910;85605;;;4115;Fondo de Inversión Nacional de Electricidad y Telefonía (FINET);I;A;N;5;0;0;0;0
85605911;85605;1624114;;4114;Centro Nacional de Registros (CNR);I;A;N;5;2;0;0;0
85605912;85605;1624153;;;Fondo Especial de los Recursos Povenientes de la Privatización de ANTEL (FANTEL);I;A;N;5;2;0;0;0
85605913;85605;1624102;;;Comisión Nacional de la Micro y Pequeña Empresa (CONAMYPE);I;A;N;5;2;0;0;0
85605914;85605;1624200;;4200;Ministerio de Agricultura y Ganadería;I;A;N;5;2;0;0;0
85605915;85605;1624201;;4201;Instituto Salvadoreño de Transformación Agraria (ISTA);I;A;N;5;2;0;0;0
85605916;85605;1624202;;4202;Centro Nacional de Tecnología Agropecuaria y Forestal (CENTA);I;A;N;5;2;0;0;0
85605917;85605;1624203;;4203;Escuela Nacional de Agricultura (ENA);I;A;N;5;2;0;0;0
85605919;85605;1624300;;4300;Ministerio de Obras Públicas;I;A;N;5;2;0;0;0
85605920;85605;1624301;;4301;Administración Nacional de Acueductos y Alcantarillados;I;A;N;5;2;0;0;0
85605921;85605;1624302;;4302;Fondo Social para la Vivienda (FSV);I;A;N;5;2;0;0;0
85605922;85605;1624303;;4303;Comisión Ejecutiva Portuaria Autónoma (CEPA);I;A;N;5;2;0;0;0
85605924;85605;1624307;;4307;Autoridad Marítima Portuaria;I;A;N;5;2;0;0;0
85605925;85605;1623400;;3400;Ministerio de Vivienda y Desarrollo Urbano;I;A;N;5;2;0;0;0
85605926;85605;1624305;;4305;Fondo Nacional de Vivienda Popular (FONAVIPO);I;A;N;5;2;0;0;0
85605928;85605;1624400;;4400;Ministerio de Medio Ambiente y Recursos Naturales;I;A;N;5;2;0;0;0
85605929;85605;1624401;;4401;Fondo Ambiental de El Salvador (FONAES);I;A;N;5;2;0;0;0
85605931;85605;1624500;;4500;Ministerio de Transporte;I;A;N;5;2;0;0;0
85605932;85605;1624304;;4304;Autoridad de Aviación Civil;I;A;N;5;2;0;0;0
85605933;85605;1620700;;;Obligaciones y Transferencias Generales del Estado;I;A;N;5;2;0;0;0
85605934;85605;;;;Deuda Pública;I;A;N;5;0;0;0;0
85605935;85605;1620703;;703;Tesoro Público (DGT);I;A;N;5;2;0;0;0
85605937;85605;;;;Corporación de Municipalidades de la República de El Salvador (COMURES);I;A;N;5;0;0;0;0
85605938;85605;;;;Oficina de Planificación del Area Metropolitana de San Salvador (OPAMSS);I;A;N;5;0;0;0;0
85605940;85605;1624600;;4600;Ministerio de Turismo;I;A;N;5;2;0;0;0
85605945;85605;1622400;;2400;Ministerio de Justicia y Seguridad Publica;I;A;N;5;2;0;0;0
85605970;85605;1622403;;2403;Consejo Nacional de Administración de Bienes (CONAB);I;A;N;5;2;0;0;0
85605971;85605;1623203;;3203;Hospital Nacional de la Mujer;I;A;N;5;2;0;0;0
85605975;85605;1620502;;502;Instituto Salvadoreño para el Desarroollo Integral de la Niñez y la Adolescencia;I;A;N;5;2;0;0;0
85605980;85605;1623600;;3600;Ministerio de Vivienda (MIVI);I;A;N;5;2;0;0;0
85605983;85605;1620556;;556;Dirección Nacional de Obras Municipales (DOM);I;A;N;5;2;0;0;0
85606;856;165;;;Otras Transferencias del Sector Público;I;A;S;4;2;0;0;0
85606099;85606;16599;;;Transferencias Corrientes Diversas del Sector Público;I;A;N;5;2;0;0;0
85607;856;163;;;Transferencias Corrientes del Sector Privado;I;A;S;4;2;0;0;0
85607001;85607;16301;;;De Empresas Privadas no Financieras;I;A;N;5;2;0;0;0
85607002;85607;16302;;;De Empresas Privadas Financieras;I;A;N;5;2;0;0;0
85607003;85607;16303;;;De Organismos sin Fines de Lucro;I;A;N;5;2;0;0;0
85607004;85607;16304;;;De Personas Naturales;I;A;N;5;2;0;0;0
85609;856;164;;;Transferencias Corrientes del Sector Externo;I;A;S;4;2;0;0;0
85609001;85609;16401;;;De Empresas Privadas no Financieras;I;A;N;5;2;0;0;0
85609002;85609;16402;;;De Empresas Privadas Financieras;I;A;N;5;2;0;0;0
85609003;85609;16403;;;De Gobiernos y Organismos Gubernamentales;I;A;N;5;2;0;0;0
85609004;85609;16404;;;De Organismos Multilaterales;I;A;N;5;2;0;0;0
85609005;85609;16405;;;De Organismos sin Fines de Lucro;I;A;N;5;2;0;0;0
85609006;85609;16406;;;De Personas Naturales;I;A;N;5;2;0;0;0
85697;856;;;;Ingresos por Aportes no Monetarios;I;A;S;4;0;0;0;0
85697001;85697;;;;Ingresos por Aportes no Monetarios;I;A;N;5;0;0;0;0
85699;856;;;;Transferencias entre  Dependencias Institucionales;I;A;S;4;0;0;0;0
85699001;85699;;;;Transferencias entre Dependencias Institucionales;I;A;N;5;0;0;0;0
85699805;85699;;;200;Corte de Cuentas de la República;I;A;N;5;0;0;0;0
85699807;85699;;;300;Tribunal Supremo electoral;I;A;N;5;0;0;0;0
85699818;85699;;;;Presidencia de la República;I;A;N;5;0;0;0;0
85699834;85699;;;;Instituto Salvadoreño de Desarrollo Municipal (ISDEM);I;A;N;5;0;0;0;0
85699839;85699;;;;Ministerio de Gobernación y Desarrollo Territorial;I;A;N;5;0;0;0;0
85699853;85699;;;;Ministerio de Salud Pública y Asistencia Social;I;A;N;5;0;0;0;0
85699854;85699;;;3201;Hospital Nacional Rosales;I;A;N;5;0;0;0;0
85699855;85699;;;3202;"Hospital Nacional ""Benjamín Bloom""";I;A;N;5;0;0;0;0
85699856;85699;;;;Hospital Nacional de Maternidad;I;A;N;5;0;0;0;0
85699857;85699;;;;Hospital Nacional Psiquiatrico;I;A;N;5;0;0;0;0
85699858;85699;;;;"Hospital Nacional Neumológico ""Dr. José Antonio Zaldaña""";I;A;N;5;0;0;0;0
85699859;85699;;;;Hospital san Juan de Dios de Santa Ana;I;A;N;5;0;0;0;0
85699860;85699;;;;"Hospital Nacional ""Francisco Menéndez"", Ahuachapán";I;A;N;5;0;0;0;0
85699861;85699;;;;"Hospital Nacional ""Dr.Jorge Mazzini Villacorta"", Sonsonate";I;A;N;5;0;0;0;0
85699862;85699;;;;"Hospital Nacional ""Dr. Luis Edmunco Vásquez"", Chalatenango";I;A;N;5;0;0;0;0
85699863;85699;;;;"Hospital Nacional ""San Rafael"", Nueva San Salvador";I;A;N;5;0;0;0;0
85699864;85699;;;;Hospital Nacional Santa Gertrudis, San Vicente.;I;A;N;5;0;0;0;0
85699865;85699;;;;"Hospital Nacional ""Santa Teresa"", Zacatecoluca";I;A;N;5;0;0;0;0
85699866;85699;;;3213;"Hospital Nacional ""San Juan de Dios"" San Miguel";I;A;N;5;0;0;0;0
85699867;85699;;;3214;"Hospital Nacional ""San Pedro"" Usulután";I;A;N;5;0;0;0;0
85699868;85699;;;3215;"Hospital Nacional ""Dr. Juan José Fernández"", Zacamil";I;A;N;5;0;0;0;0
85699869;85699;;;3216;"Hospital Nacional ""Enfermera Angélica Vidal de Najarro"", San Bartolo";I;A;N;5;0;0;0;0
85699870;85699;;;;Hospital Nacional de Cojutepeque;I;A;N;5;0;0;0;0
85699871;85699;;;3218;Hospital Nacional de la Unión;I;A;N;5;0;0;0;0
85699872;85699;;;;Hospital Nacional de Ilobasco;I;A;N;5;0;0;0;0
85699873;85699;;;;Hospital Nacional de Nueva Guadalupe;I;A;N;5;0;0;0;0
85699874;85699;;;3221;Hospital Nacional de Ciudad Barrios;I;A;N;5;0;0;0;0
85699875;85699;;;;Hospital Nacional de Sensuntepeque;I;A;N;5;0;0;0;0
85699876;85699;;;;Hospital Nacional de Chalchuapa;I;A;N;5;0;0;0;0
85699877;85699;;;;Hospital Nacional de Metapán ;I;A;N;5;0;0;0;0
85699878;85699;;;3225;Hospital Nacional de San Francisco Gotera;I;A;N;5;0;0;0;0
85699879;85699;;;3226;Hospital Nacional de Santa Rosa de Lima;I;A;N;5;0;0;0;0
85699880;85699;;;;Hospital Nacional de Nueva Concepción;I;A;N;5;0;0;0;0
85699881;85699;;;3228;Hospital Nacional de Santiago de Maria;I;A;N;5;0;0;0;0
85699882;85699;;;;Hospital Nacional de Jiquilisco;I;A;N;5;0;0;0;0
85699883;85699;;;;Hospital Nacional de Suchitoto;I;A;N;5;0;0;0;0
85699884;85699;;;3231;Consejo Superior de Salud Pública;I;A;N;5;0;0;0;0
85699885;85699;;;3232;Instituto Salvadoreño de Rehabilitación de Inválidos (ISRI);I;A;N;5;0;0;0;0
85699886;85699;;;;"Hogar de Ancianos ""Narcisa Castillo"", Santa Ana";I;A;N;5;0;0;0;0
85699887;85699;;;;Cruz Roja Salvadoreña (CRS);I;A;N;5;0;0;0;0
85699888;85699;;;;Fondo Solidario para la Salud (FOSALUD);I;A;N;5;0;0;0;0
85699892;85699;;;;Instituto Salvadoreño de Formación Profesional (INSAFORP);I;A;N;5;0;0;0;0
85699893;85699;;;;Instituto Salvadoreño del Seguro Social;I;A;N;5;0;0;0;0
